make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
volkswagen,2016.0,2017.0,hatchback,auto,92.0,1395.0,1.0,11060.0,41761.0,624.0,37035.0,46500.0,23698.0,15178.0,83000.0
honda,2018.0,2019.0,hatchback,auto,73.0,1317.0,1.0,6930.0,9301.0,78.0,11070.0,32066.0,15440.0,5440.0,60300.0
audi,2011.0,2011.0,sports car,auto,245.0,2995.0,3.0,11390.0,32914.0,2618.0,29695.0,107000.0,63096.0,63096.0,113100.0
toyota,2018.0,2018.0,suv,auto,90.0,1797.0,2.0,10770.0,33900.0,974.0,31175.0,42000.0,27603.0,10645.0,86900.0
nissan,2016.0,2016.0,suv,auto,85.0,1197.0,1.0,9710.0,48000.0,508.0,35805.0,97000.0,18689.0,13689.0,64400.0
honda,2018.0,2019.0,suv,auto,96.0,1496.0,1.0,9590.0,26999.0,682.0,32061.0,31075.0,23123.0,14373.0,91100.0
bmw,2019.0,2019.0,mpv,auto,80.0,1499.0,1.0,12510.0,32000.0,684.0,54015.0,19080.0,31966.0,36753.0,134000.0
bmw,2018.0,2018.0,suv,auto,103.0,1499.0,2.0,13910.0,30959.0,684.0,56460.0,39500.0,37835.0,44969.0,137300.0
honda,2020.0,2020.0,hatchback,auto,73.0,1318.0,1.0,8550.0,32999.0,578.0,34219.0,14588.0,16678.0,6678.0,86900.0
opel,2020.0,2021.0,suv,auto,88.0,1499.0,1.0,9810.0,36534.0,1084.0,52149.0,12.0,21853.0,22595.0,116400.0
kia,2019.0,2019.0,suv,auto,88.3,998.0,2.0,8970.0,26301.0,392.0,26830.0,40000.0,18756.0,8756.0,80800.0
volvo,2017.0,2018.0,luxury sedan,auto,187.0,1969.0,1.0,16960.0,37330.0,1176.0,58847.0,28000.0,38041.0,45258.0,149400.0
mercedes-benz,2019.0,2019.0,luxury sedan,auto,145.0,1991.0,1.0,19910.0,35906.0,1202.0,86072.0,22199.0,57838.0,76109.0,218700.0
lexus,2010.0,2010.0,luxury sedan,auto,153.0,2500.0,4.0,10340.0,32914.0,2160.0,29289.0,134000.0,38495.0,38495.0,101200.0
volvo,2018.0,2019.0,suv,auto,235.0,1969.0,2.0,19560.0,52502.0,1176.0,79791.0,20000.0,46563.0,57189.0,196900.0
toyota,2018.0,2018.0,mpv,auto,134.0,2493.0,1.0,18360.0,34400.0,1792.0,66274.0,57000.0,46878.0,57630.0,169200.0
honda,2020.0,2021.0,hatchback,manual,134.0,1496.0,1.0,14610.0,50100.0,682.0,66056.0,88.0,31951.0,21732.0,171600.0
mercedes-benz,2019.0,2019.0,suv,auto,90.0,1595.0,1.0,13440.0,31759.0,740.0,46852.0,24000.0,25864.0,28210.0,135100.0
honda,2016.0,2017.0,stationwagon,auto,97.0,1496.0,1.0,9860.0,51507.0,682.0,34291.0,57300.0,18354.0,8354.0,63600.0
honda,2015.0,2016.0,stationwagon,auto,97.0,1496.0,2.0,10100.0,52301.0,682.0,30597.0,80258.0,17130.0,7130.0,58300.0
toyota,2015.0,2015.0,mid-sized sedan,auto,80.0,1497.0,1.0,9830.0,56001.0,684.0,34926.0,90000.0,15768.0,15768.0,54800.0
mercedes-benz,2016.0,2017.0,hatchback,auto,115.0,1595.0,1.0,13690.0,48209.0,740.0,43599.0,38519.0,25411.0,22576.0,95700.0
mercedes-benz,2018.0,2018.0,suv,auto,155.0,1991.0,2.0,20110.0,37989.0,1202.0,64482.0,40000.0,42632.0,51685.0,178200.0
toyota,2015.0,2016.0,mid-sized sedan,auto,90.0,1598.0,1.0,9910.0,43000.0,742.0,31807.0,105000.0,17804.0,17804.0,58900.0
volvo,2015.0,2016.0,suv,auto,180.0,1969.0,1.0,15550.0,61103.0,1176.0,55440.0,54000.0,34851.0,40792.0,97700.0
lexus,2020.0,2021.0,luxury sedan,auto,152.0,2487.0,1.0,16520.0,47001.0,1784.0,82074.0,4000.0,40319.0,48447.0,203500.0
toyota,2006.0,2006.0,mpv,auto,125.0,2362.0,5.0,9240.0,48479.0,2457.0,23509.0,162129.0,29128.0,32041.0,49300.0
porsche,2007.0,2007.0,suv,auto,213.0,3598.0,5.0,15640.0,52473.0,4651.0,31139.0,127000.0,83811.0,92193.0,102100.0
subaru,2009.0,2010.0,hatchback,auto,79.0,1498.0,6.0,7030.0,16184.0,821.0,10961.0,177000.0,14273.0,14273.0,26200.0
bmw,2016.0,2017.0,suv,auto,225.0,2979.0,2.0,23470.0,52600.0,2362.0,103401.0,102000.0,70864.0,99556.0,195800.0
mazda,2017.0,2017.0,mpv,auto,111.0,1998.0,1.0,10010.0,55000.0,1210.0,45562.0,54200.0,17509.0,17509.0,74600.0
honda,2005.0,2006.0,sports car,manual,162.0,1998.0,3.0,19190.0,56751.0,1815.0,29246.0,185300.0,33808.0,37189.0,108800.0
honda,2015.0,2016.0,mpv,auto,129.0,2356.0,2.0,13510.0,57501.0,1630.0,48718.0,98000.0,29835.0,33769.0,83400.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,135.0,1991.0,2.0,17750.0,57390.0,1202.0,88990.0,46000.0,54744.0,70540.0,161600.0
honda,2020.0,2021.0,suv,auto,96.0,1496.0,1.0,9270.0,43501.0,682.0,59370.0,6000.0,23109.0,24353.0,109800.0
toyota,2019.0,2019.0,mpv,auto,134.0,2493.0,1.0,21730.0,39728.0,1792.0,79004.0,80.0,50736.0,63325.0,224400.0
honda,2018.0,2019.0,hatchback,auto,73.0,1318.0,1.0,6970.0,11000.0,78.0,12777.0,32000.0,16159.0,6159.0,60300.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,100.0,1332.0,1.0,16980.0,32801.0,586.0,65637.0,50.0,41351.0,49892.0,188100.0
toyota,2018.0,2018.0,mpv,auto,100.0,1797.0,1.0,14290.0,31301.0,974.0,42113.0,35900.0,31730.0,26422.0,126500.0
bmw,2013.0,2014.0,luxury sedan,auto,135.0,1997.0,1.0,17020.0,68689.0,1210.0,53985.0,130000.0,45945.0,51323.0,84500.0
kia,2019.0,2019.0,suv,auto,88.3,998.0,1.0,8430.0,32309.0,392.0,32354.0,31929.0,17625.0,7625.0,80700.0
honda,2019.0,2019.0,suv,auto,96.0,1496.0,1.0,9410.0,32725.0,682.0,36855.0,19000.0,22861.0,14006.0,91100.0
toyota,2015.0,2015.0,mid-sized sedan,auto,90.0,1598.0,1.0,10580.0,56001.0,742.0,37540.0,53000.0,19589.0,19589.0,60300.0
volvo,2018.0,2018.0,hatchback,auto,140.0,1969.0,1.0,12250.0,32000.0,1176.0,40376.0,39812.0,22799.0,23919.0,109800.0
toyota,2006.0,2006.0,mpv,auto,125.0,2362.0,3.0,8040.0,48479.0,2457.0,23509.0,195000.0,29605.0,32566.0,42900.0
citroen,2015.0,2015.0,mpv,auto,88.0,1560.0,1.0,9050.0,56001.0,1144.0,30702.0,88000.0,24132.0,10785.0,47100.0
kia,2009.0,2010.0,mid-sized sedan,auto,92.7,1591.0,3.0,6850.0,16184.0,886.0,11103.0,141000.0,13753.0,13753.0,25900.0
mercedes-benz,2010.0,2010.0,sports car,auto,200.0,3498.0,5.0,11620.0,34935.0,3480.0,31805.0,128000.0,74431.0,74431.0,116400.0
mitsubishi,2017.0,2017.0,mid-sized sedan,auto,86.0,1590.0,2.0,8990.0,50789.0,738.0,36663.0,82000.0,10980.0,10980.0,61400.0
jaguar,2019.0,2019.0,suv,auto,183.0,1997.0,2.0,16640.0,43102.0,1210.0,64385.0,25000.0,35105.0,41147.0,165000.0
mercedes-benz,2011.0,2011.0,luxury sedan,auto,115.0,1597.0,4.0,7630.0,46358.0,742.0,46053.0,173000.0,31019.0,31019.0,83400.0
hyundai,2017.0,2017.0,mid-sized sedan,auto,93.8,1591.0,1.0,8760.0,46791.0,738.0,38294.0,34703.0,12019.0,12019.0,66900.0
nissan,2019.0,2019.0,mid-sized sedan,auto,85.0,1598.0,1.0,8140.0,32725.0,742.0,38446.0,12000.0,16713.0,16713.0,80100.0
mercedes-benz,2013.0,2013.0,luxury sedan,auto,115.0,1595.0,1.0,19980.0,75556.0,740.0,28947.0,80000.0,29057.0,22680.0,57100.0
mercedes-benz,2016.0,2016.0,luxury sedan,auto,200.0,2996.0,1.0,26280.0,57508.0,2382.0,130161.0,80000.0,89948.0,133907.0,223100.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,10870.0,46970.0,976.0,35573.0,62000.0,19953.0,19953.0,66000.0
bmw,2020.0,2020.0,luxury sedan,auto,103.0,1499.0,2.0,13580.0,41503.0,684.0,63869.0,6000.0,35966.0,42353.0,161700.0
toyota,2007.0,2007.0,mpv,auto,110.0,1998.0,2.0,7280.0,50972.0,1694.0,30653.0,148500.0,24702.0,27173.0,48200.0
toyota,2008.0,2009.0,mpv,auto,110.0,2362.0,2.0,8570.0,31335.0,2129.0,23205.0,157000.0,41823.0,25094.0,69800.0
mazda,2009.0,2009.0,mid-sized sedan,auto,77.0,1598.0,4.0,7270.0,14664.0,890.0,8790.0,125500.0,21455.0,21455.0,24000.0
honda,2009.0,2010.0,hatchback,auto,65.0,1339.0,5.0,7020.0,16570.0,649.0,13592.0,131000.0,26611.0,15967.0,31700.0
bmw,2013.0,2014.0,luxury sedan,auto,100.0,1598.0,1.0,14900.0,77501.0,742.0,36909.0,77000.0,35606.0,31849.0,57000.0
honda,2018.0,2018.0,mpv,auto,129.0,2356.0,1.0,14010.0,39000.0,1630.0,52297.0,43500.0,30815.0,35141.0,121900.0
mercedes-benz,2011.0,2011.0,sports car,auto,135.0,1796.0,2.0,12080.0,40014.0,974.0,37098.0,120000.0,54305.0,54305.0,123200.0
bmw,2016.0,2016.0,hatchback,auto,85.0,1496.0,1.0,11870.0,52668.0,1082.0,43383.0,96015.0,27843.0,20981.0,80100.0
mercedes-benz,2018.0,2018.0,luxury sedan,auto,115.0,1595.0,1.0,15510.0,33900.0,740.0,56870.0,66000.0,37480.0,44472.0,142800.0
mercedes-benz,2016.0,2017.0,suv,auto,155.0,1991.0,1.0,21660.0,48556.0,1202.0,62618.0,31800.0,40044.0,48062.0,157800.0
bmw,2018.0,2018.0,suv,auto,103.0,1499.0,1.0,13420.0,31001.0,684.0,53131.0,47480.0,34636.0,40491.0,130700.0
volkswagen,2008.0,2008.0,luxury sedan,auto,118.0,1798.0,2.0,7350.0,33377.0,1269.0,23538.0,140388.0,30418.0,30418.0,57000.0
volkswagen,2016.0,2016.0,mid-sized sedan,auto,90.0,1390.0,1.0,9070.0,51506.0,620.0,38883.0,53868.0,16660.0,16660.0,60300.0
volkswagen,2016.0,2017.0,hatchback,auto,81.0,1197.0,2.0,9140.0,47112.0,508.0,33655.0,78000.0,15773.0,5773.0,65800.0
honda,2016.0,2017.0,suv,auto,96.0,1496.0,2.0,10120.0,42900.0,682.0,33361.0,57000.0,20115.0,10161.0,72400.0
audi,2008.0,2009.0,sports car,auto,147.0,1984.0,2.0,11150.0,31933.0,1552.0,24007.0,120000.0,51864.0,51864.0,92200.0
subaru,2016.0,2016.0,suv,auto,177.0,1998.0,1.0,12590.0,47604.0,1210.0,35039.0,71000.0,19146.0,19146.0,73500.0
mercedes-benz,2018.0,2018.0,sports car,auto,280.0,1991.0,2.0,24700.0,42322.0,1202.0,89207.0,36000.0,60240.0,80432.0,229700.0
bmw,2017.0,2017.0,hatchback,auto,85.0,1496.0,1.0,10960.0,46791.0,1082.0,39946.0,84000.0,26538.0,14154.0,83400.0
toyota,2008.0,2009.0,mid-sized sedan,auto,80.0,1598.0,3.0,8430.0,12864.0,965.0,6351.0,141000.0,16084.0,16084.0,22900.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,145.0,1497.0,2.0,16560.0,40001.0,684.0,80658.0,34694.0,51606.0,64891.0,181400.0
honda,2009.0,2011.0,mpv,auto,103.0,1799.0,1.0,6680.0,47316.0,1076.0,45696.0,149880.0,25394.0,25394.0,71000.0
audi,2008.0,2008.0,sports car,auto,309.0,4163.0,5.0,27940.0,38712.0,5888.0,26176.0,50000.0,147210.0,147210.0,207800.0
jaguar,2014.0,2015.0,luxury sedan,auto,177.0,1999.0,1.0,14410.0,68668.0,1212.0,64299.0,51500.0,49476.0,61267.0,90200.0
honda,2008.0,2008.0,hatchback,auto,73.0,1339.0,5.0,7660.0,18583.0,767.0,7179.0,133898.0,10770.0,10770.0,16300.0
volkswagen,2011.0,2012.0,mpv,auto,125.0,1390.0,4.0,13510.0,48006.0,620.0,17186.0,108336.0,29189.0,29189.0,24100.0
mazda,2018.0,2018.0,mid-sized sedan,auto,88.0,1496.0,1.0,9390.0,38510.0,682.0,39303.0,50297.0,18093.0,18093.0,79000.0
mercedes-benz,2019.0,2019.0,luxury sedan,auto,115.0,1595.0,1.0,16240.0,39406.0,740.0,63442.0,27200.0,36204.0,42686.0,166000.0
toyota,2017.0,2017.0,mid-sized sedan,auto,96.0,1598.0,1.0,9560.0,36001.0,742.0,38839.0,54580.0,21690.0,22366.0,76800.0
toyota,2018.0,2019.0,luxury sedan,auto,160.0,2487.0,1.0,11940.0,32909.0,1784.0,42573.0,32257.0,30412.0,24577.0,112000.0
mercedes-benz,2019.0,2019.0,luxury sedan,auto,115.0,1595.0,1.0,15600.0,40512.0,740.0,64397.0,55000.0,35884.0,42238.0,163700.0
mitsubishi,2016.0,2016.0,suv,auto,123.0,2360.0,2.0,11300.0,56000.0,1636.0,44598.0,77100.0,23073.0,24303.0,74600.0
honda,2017.0,2017.0,suv,auto,112.0,1496.0,1.0,10480.0,49000.0,682.0,33378.0,38900.0,25575.0,5000.0,72500.0
honda,2018.0,2018.0,hatchback,auto,73.0,1318.0,1.0,8870.0,38000.0,578.0,29880.0,38000.0,15567.0,5567.0,69100.0
infiniti,2016.0,2016.0,luxury sedan,auto,155.0,1991.0,2.0,11350.0,49602.0,1202.0,48065.0,83000.0,31103.0,35545.0,77900.0
toyota,2007.0,2007.0,mpv,auto,125.0,2362.0,6.0,10370.0,52491.0,2457.0,30272.0,154000.0,29865.0,32852.0,65800.0
bmw,2019.0,2019.0,hatchback,auto,80.0,1499.0,1.0,11870.0,34001.0,684.0,53260.0,30000.0,30044.0,34062.0,125200.0
honda,2015.0,2015.0,suv,auto,96.0,1496.0,2.0,10540.0,55889.0,682.0,30178.0,88000.0,19775.0,9775.0,53800.0
nissan,2017.0,2017.0,suv,auto,106.0,1997.0,1.0,11440.0,47002.0,1210.0,49683.0,113339.0,24640.0,26496.0,94400.0
mercedes-benz,2019.0,2021.0,suv,auto,120.0,1332.0,1.0,17450.0,45510.0,586.0,75986.0,7000.0,37731.0,44824.0,205500.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,1.0,10960.0,57508.0,1210.0,45775.0,91835.0,23227.0,24518.0,73500.0
bmw,2013.0,2014.0,luxury sedan,auto,135.0,1997.0,1.0,16600.0,65002.0,1210.0,50365.0,108581.0,46562.0,52187.0,82300.0
nissan,2018.0,2018.0,mid-sized sedan,auto,85.0,1598.0,2.0,8390.0,38941.0,742.0,38717.0,31888.0,16572.0,16572.0,71400.0
volvo,2021.0,2021.0,suv,auto,140.0,1969.0,1.0,15090.0,62000.0,1176.0,81151.0,1189.0,28316.0,31643.0,181500.0
bmw,2016.0,2016.0,hatchback,auto,85.0,1496.0,1.0,13310.0,55200.0,1082.0,34094.0,34000.0,23904.0,10466.0,76800.0
honda,2016.0,2017.0,suv,auto,112.0,1496.0,1.0,11210.0,54000.0,682.0,33768.0,66000.0,27985.0,5000.0,71300.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,90.0,1595.0,2.0,14890.0,44002.0,740.0,47184.0,65000.0,28815.0,27341.0,114300.0
audi,2015.0,2015.0,luxury sedan,auto,185.0,1984.0,2.0,14960.0,78001.0,1194.0,55849.0,100000.0,43299.0,42619.0,85200.0
toyota,2013.0,2013.0,mpv,auto,105.0,1798.0,2.0,13470.0,61700.0,976.0,21846.0,122000.0,23453.0,19835.0,37200.0
mazda,2016.0,2017.0,mpv,auto,111.0,1998.0,1.0,9670.0,53001.0,1210.0,44211.0,64000.0,19442.0,19442.0,70200.0
skoda,2018.0,2019.0,hatchback,auto,92.0,1395.0,1.0,9070.0,30009.0,624.0,36488.0,32000.0,17431.0,17431.0,87400.0
honda,2016.0,2016.0,mpv,auto,88.0,1497.0,1.0,9640.0,52668.0,684.0,42201.0,128000.0,18867.0,18867.0,66900.0
mazda,2016.0,2016.0,mpv,auto,111.0,1998.0,1.0,9740.0,57501.0,1210.0,43051.0,88000.0,20747.0,21046.0,64400.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,155.0,1991.0,1.0,19100.0,32200.0,1202.0,82288.0,59758.0,58787.0,77817.0,198900.0
renault,2015.0,2016.0,hatchback,auto,81.0,1461.0,1.0,9370.0,52301.0,1048.0,29630.0,79000.0,20520.0,5728.0,53700.0
mercedes-benz,2018.0,2018.0,suv,auto,135.0,1991.0,1.0,18330.0,31307.0,1202.0,61239.0,31700.0,42569.0,51597.0,173600.0
honda,2019.0,2019.0,mpv,auto,101.0,1496.0,1.0,10410.0,39401.0,682.0,45764.0,13400.0,26885.0,19639.0,101000.0
mini,2018.0,2019.0,hatchback,auto,141.0,1998.0,2.0,14950.0,36667.0,1210.0,54965.0,15943.0,32157.0,37020.0,146800.0
kia,2017.0,2018.0,mid-sized sedan,auto,95.3,1591.0,2.0,8330.0,38921.0,738.0,33487.0,62000.0,11650.0,11650.0,64700.0
nissan,2008.0,2008.0,mid-sized sedan,auto,80.0,1498.0,3.0,5880.0,27571.0,889.0,20115.0,130000.0,16017.0,16017.0,47200.0
hyundai,2010.0,2011.0,mid-sized sedan,auto,89.7,1591.0,2.0,7110.0,22069.0,812.0,20981.0,106000.0,10634.0,10634.0,37200.0
toyota,2009.0,2009.0,mid-sized sedan,auto,81.0,1496.0,4.0,7760.0,14743.0,818.0,9040.0,127000.0,18801.0,18801.0,26200.0
honda,2018.0,2018.0,hatchback,auto,96.0,1498.0,3.0,8510.0,32699.0,684.0,35644.0,56852.0,17173.0,17173.0,74600.0
mercedes-benz,2016.0,2016.0,suv,auto,155.0,1991.0,2.0,21140.0,53001.0,1202.0,68076.0,49000.0,43761.0,53266.0,152700.0
suzuki,2008.0,2008.0,hatchback,manual,92.0,1586.0,4.0,8920.0,19328.0,1030.0,6492.0,193889.0,12496.0,13746.0,16500.0
mercedes-benz,2019.0,2019.0,hatchback,auto,120.0,1332.0,1.0,14960.0,38889.0,586.0,60280.0,13000.0,33032.0,38245.0,158300.0
mitsubishi,2008.0,2008.0,mid-sized sedan,auto,80.0,1499.0,3.0,8550.0,19107.0,958.0,6931.0,205000.0,14874.0,14874.0,17000.0
porsche,2017.0,2017.0,sports car,auto,243.0,2995.0,1.0,35390.0,53300.0,2380.0,170152.0,80000.0,119225.0,186605.0,323200.0
porsche,2019.0,2019.0,suv,auto,324.0,2894.0,1.0,42740.0,48010.0,2262.0,182910.0,8000.0,121990.0,191582.0,489500.0
bmw,2016.0,2016.0,luxury sedan,auto,135.0,1997.0,1.0,15790.0,57508.0,1210.0,60106.0,92837.0,37979.0,45171.0,110900.0
subaru,2018.0,2018.0,suv,auto,110.0,1995.0,1.0,10700.0,36000.0,1208.0,34728.0,35000.0,13559.0,13559.0,87800.0
mercedes-benz,2011.0,2011.0,sports car,auto,150.0,1796.0,3.0,12080.0,49716.0,974.0,48572.0,109000.0,61921.0,61921.0,129800.0
bmw,2019.0,2019.0,suv,auto,103.0,1499.0,1.0,13490.0,39406.0,684.0,63699.0,52370.0,36901.0,43662.0,140600.0
mitsubishi,2018.0,2018.0,suv,auto,110.0,1998.0,1.0,10680.0,37989.0,1210.0,43461.0,81300.0,21869.0,22617.0,94400.0
volkswagen,2015.0,2015.0,mid-sized sedan,auto,90.0,1390.0,2.0,9480.0,55889.0,620.0,33354.0,111293.0,17557.0,17557.0,50600.0
mitsubishi,2010.0,2010.0,mid-sized sedan,auto,80.0,1499.0,3.0,6880.0,17600.0,752.0,14736.0,156000.0,18108.0,18108.0,31700.0
hyundai,2009.0,2009.0,mid-sized sedan,auto,89.7,1591.0,2.0,6350.0,26175.0,886.0,20115.0,86000.0,10430.0,10191.0,53700.0
bmw,2014.0,2015.0,luxury sedan,auto,190.0,2996.0,1.0,21010.0,68668.0,2382.0,98845.0,56000.0,79231.0,114616.0,145000.0
toyota,2009.0,2009.0,mpv,auto,125.0,2362.0,3.0,8610.0,31335.0,1966.0,23257.0,113620.0,44006.0,44006.0,70300.0
mazda,2007.0,2008.0,mid-sized sedan,auto,79.0,1598.0,2.0,5270.0,42970.0,1039.0,27560.0,233358.0,15191.0,16711.0,37200.0
hyundai,2015.0,2016.0,hatchback,auto,97.0,1591.0,2.0,10000.0,51301.0,738.0,34567.0,57000.0,17216.0,17216.0,57800.0
honda,2015.0,2015.0,hatchback,auto,96.0,1498.0,2.0,10250.0,55399.0,684.0,30709.0,137700.0,15479.0,10479.0,53400.0
volvo,2017.0,2018.0,suv,auto,187.0,1969.0,1.0,22720.0,32429.0,1176.0,80452.0,9500.0,58308.0,76955.0,217600.0
honda,2007.0,2007.0,mid-sized sedan,auto,103.0,1799.0,5.0,7690.0,50972.0,1369.0,30374.0,153873.0,19673.0,21641.0,50400.0
honda,2016.0,2017.0,suv,auto,96.0,1496.0,3.0,9540.0,51600.0,682.0,38998.0,48571.0,21980.0,12772.0,66900.0
mercedes-benz,2016.0,2017.0,stationwagon,auto,160.0,1991.0,1.0,16970.0,50621.0,1202.0,61371.0,37000.0,37204.0,44086.0,128600.0
honda,2015.0,2016.0,hatchback,auto,101.0,1496.0,2.0,9840.0,56410.0,682.0,32712.0,88000.0,17359.0,5000.0,58300.0
volvo,2017.0,2017.0,luxury sedan,auto,90.0,1498.0,1.0,10690.0,44002.0,684.0,46638.0,62000.0,25458.0,27642.0,84500.0
toyota,2020.0,2020.0,suv,auto,72.0,996.0,1.0,7030.0,19534.0,70.0,24649.0,9000.0,19060.0,9060.0,75700.0
mercedes-benz,2018.0,2018.0,luxury sedan,auto,336.0,2999.0,1.0,35230.0,31307.0,2384.0,155678.0,39000.0,114359.0,177847.0,373800.0
honda,2018.0,2018.0,suv,auto,96.0,1496.0,1.0,9940.0,38001.0,682.0,35287.0,51000.0,21863.0,12609.0,81300.0
mercedes-benz,2007.0,2008.0,luxury sedan,auto,200.0,3498.0,3.0,9250.0,51850.0,4430.0,32943.0,140000.0,83796.0,92176.0,64700.0
mercedes-benz,2015.0,2015.0,hatchback,auto,90.0,1595.0,2.0,12870.0,58700.0,740.0,35399.0,131000.0,22896.0,19055.0,66000.0
bmw,2019.0,2019.0,suv,auto,135.0,1998.0,1.0,18890.0,41805.0,1210.0,73775.0,42000.0,43394.0,52752.0,199100.0
nissan,2017.0,2017.0,suv,auto,85.0,1197.0,1.0,10600.0,41617.0,508.0,36826.0,52213.0,19881.0,14881.0,80100.0
daimler,1975.0,2011.0,luxury sedan,auto,183.0,4235.0,2.0,7970.0,4072.0,280.0,3810.0,10000.0,13680.0,13680.0,83500.0
mercedes-benz,2012.0,2012.0,sports car,auto,150.0,1796.0,1.0,27900.0,80001.0,974.0,39570.0,85123.0,55845.0,55845.0,64700.0
perodua,2009.0,2010.0,hatchback,manual,45.0,989.0,1.0,7690.0,16438.0,468.0,12313.0,119800.0,4753.0,4753.0,31700.0
kia,2016.0,2016.0,mid-sized sedan,auto,95.3,1591.0,1.0,9040.0,45000.0,738.0,30887.0,95600.0,14623.0,14623.0,53700.0
jaguar,2017.0,2017.0,suv,auto,132.0,1999.0,2.0,17740.0,52000.0,1812.0,87909.0,70000.0,57485.0,75473.0,163700.0
toyota,2015.0,2016.0,mid-sized sedan,auto,90.0,1598.0,1.0,10700.0,47020.0,742.0,36127.0,74000.0,19589.0,19589.0,66900.0
honda,2016.0,2016.0,stationwagon,auto,97.0,1496.0,1.0,10160.0,49751.0,682.0,33530.0,45000.0,19359.0,9359.0,64700.0
honda,2019.0,2020.0,stationwagon,auto,95.0,1496.0,1.0,8510.0,31210.0,682.0,35552.0,16000.0,20445.0,10623.0,88600.0
jaguar,2019.0,2020.0,luxury sedan,auto,184.0,1997.0,1.0,17310.0,39889.0,1210.0,66312.0,14700.0,38527.0,45938.0,200000.0
audi,2012.0,2012.0,sports car,auto,250.0,2480.0,2.0,42220.0,93501.0,1776.0,42589.0,99500.0,54705.0,54705.0,92200.0
hyundai,2017.0,2017.0,mid-sized sedan,auto,93.8,1591.0,1.0,7360.0,25902.0,238.0,26569.0,68159.0,14515.0,14515.0,57000.0
toyota,2018.0,2019.0,suv,auto,90.0,1797.0,1.0,10830.0,37900.0,974.0,47877.0,15000.0,28490.0,21886.0,111000.0
mercedes-benz,2013.0,2013.0,hatchback,auto,155.0,1991.0,4.0,59250.0,61700.0,1202.0,30363.0,73883.0,33570.0,33998.0,141900.0
hyundai,2020.0,2020.0,mid-sized sedan,auto,93.8,1591.0,1.0,8130.0,35710.0,738.0,43499.0,8550.0,15133.0,15133.0,88900.0
toyota,2020.0,2021.0,mpv,auto,134.0,2493.0,1.0,20740.0,52200.0,1792.0,97313.0,18.0,49428.0,61200.0,258400.0
toyota,2017.0,2017.0,suv,auto,90.0,1797.0,1.0,11330.0,49000.0,974.0,33185.0,42000.0,27129.0,5000.0,79100.0
toyota,2014.0,2014.0,mpv,auto,125.0,2362.0,2.0,18810.0,67334.0,1638.0,49315.0,100349.0,37721.0,44810.0,86800.0
nissan,2020.0,2020.0,hatchback,auto,58.0,1198.0,1.0,8100.0,32699.0,508.0,32928.0,7100.0,13916.0,5000.0,82300.0
toyota,2018.0,2019.0,mpv,auto,100.0,1798.0,1.0,10810.0,48209.0,976.0,51778.0,33000.0,30006.0,24009.0,106500.0
volkswagen,2015.0,2017.0,hatchback,auto,92.0,1395.0,1.0,9530.0,49430.0,624.0,40657.0,59240.0,22057.0,17880.0,67600.0
lexus,2016.0,2017.0,suv,auto,175.0,1998.0,2.0,22060.0,56206.0,1210.0,85066.0,53300.0,56222.0,73200.0,170500.0
lexus,2016.0,2017.0,luxury sedan,auto,135.0,2494.0,1.0,16930.0,52807.0,1792.0,65680.0,47000.0,40888.0,49244.0,128500.0
mazda,2017.0,2017.0,sports car,auto,118.0,1998.0,2.0,15060.0,55414.0,1210.0,65530.0,44000.0,37572.0,44601.0,120500.0
bmw,2015.0,2016.0,sports car,auto,100.0,1499.0,2.0,15570.0,54920.0,684.0,42988.0,77000.0,28093.0,26331.0,91100.0
honda,2016.0,2016.0,hatchback,auto,96.0,1498.0,2.0,9960.0,47889.0,684.0,30700.0,69000.0,16375.0,11375.0,58300.0
nissan,2015.0,2015.0,mid-sized sedan,auto,85.0,1598.0,2.0,9340.0,55399.0,742.0,34335.0,94000.0,16439.0,16439.0,51400.0
subaru,2018.0,2018.0,suv,auto,110.0,1995.0,1.0,11290.0,33420.0,1208.0,34198.0,39899.0,13656.0,13656.0,96700.0
honda,2006.0,2007.0,hatchback,auto,96.0,1668.0,4.0,7180.0,50347.0,1236.0,27918.0,168632.0,15838.0,17422.0,43800.0
honda,2018.0,2018.0,mpv,auto,129.0,2356.0,1.0,13480.0,31000.0,1630.0,45083.0,51000.0,28340.0,31676.0,119500.0
lexus,2019.0,2019.0,luxury sedan,auto,160.0,2487.0,2.0,19090.0,39406.0,1784.0,78826.0,34500.0,50857.0,63543.0,201100.0
honda,2008.0,2008.0,mpv,auto,103.0,1799.0,3.0,8590.0,15777.0,1271.0,7270.0,159400.0,21033.0,21033.0,21800.0
suzuki,2007.0,2008.0,hatchback,auto,66.0,1242.0,3.0,6810.0,21485.0,748.0,6169.0,169510.0,9653.0,10619.0,10800.0
